Mon Apr 14 17:13:50 2025

Number of Points = 16359
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
745.947271	200107.097497	69.500519	1.431248	0.227468
745.912377	200080.101518	69.505524	1.431255	0.227447
745.845114	199918.857701	69.510529	1.431275	0.227323
745.911058	199876.922738	69.515534	1.431270	0.227290
746.167417	200043.387128	69.520538	1.431226	0.227419
746.199233	200020.841374	69.525543	1.431224	0.227402
746.161262	199970.248961	69.530548	1.431233	0.227362
746.395659	200093.568284	69.535553	1.431195	0.227458
745.953893	199975.548700	69.540558	1.431260	0.227367
746.228821	200141.931987	69.545562	1.431214	0.227495
746.366389	199945.072979	69.550567	1.431211	0.227343
746.446238	199994.617992	69.555572	1.431197	0.227381
746.203287	200027.062943	69.560577	1.431226	0.227406
746.134694	199967.031390	69.565582	1.431240	0.227360
746.475385	200020.584260	69.570586	1.431193	0.227401
746.325872	199970.710409	69.575591	1.431216	0.227363
746.474264	199882.159869	69.580596	1.431204	0.227295
746.435099	199921.309150	69.585601	1.431207	0.227325
746.409686	199944.435999	69.590606	1.431209	0.227343
746.776908	199951.997799	69.595610	1.431162	0.227349
746.733880	200103.704551	69.600615	1.431157	0.227466
746.608974	200123.604856	69.605620	1.431172	0.227481
746.694330	200140.682643	69.610625	1.431161	0.227494
746.791329	199947.980346	69.615630	1.431162	0.227345
746.768283	200013.955977	69.620634	1.431161	0.227396
746.806335	199968.846542	69.625639	1.431160	0.227362
747.253783	199861.982400	69.630644	1.431111	0.227279
746.830849	200111.639114	69.635649	1.431148	0.227472
747.035719	199981.028505	69.640654	1.431131	0.227371
747.118240	200021.224645	69.645658	1.431118	0.227402
747.049222	200096.689941	69.650663	1.431122	0.227460
747.163679	199957.569354	69.655668	1.431118	0.227353
746.946026	200024.846522	69.660673	1.431141	0.227405
747.385787	200026.270522	69.665678	1.431086	0.227406
746.930533	200074.221811	69.670682	1.431140	0.227443
747.121443	199939.800968	69.675687	1.431126	0.227339
747.133896	200152.302866	69.680692	1.431110	0.227503
747.009518	199922.002617	69.685697	1.431142	0.227325
747.086234	199878.447177	69.690702	1.431136	0.227292
747.403794	200093.072229	69.695706	1.431081	0.227458
747.352346	200078.208939	69.700711	1.431089	0.227446
747.163767	200040.980256	69.705716	1.431116	0.227417
747.128484	199960.801567	69.710721	1.431127	0.227355
747.047124	199968.888760	69.715726	1.431137	0.227362
747.177561	199946.664604	69.720730	1.431122	0.227345
747.089177	200064.076045	69.725735	1.431126	0.227435
747.159026	199945.434863	69.730740	1.431126	0.227344
747.407914	200035.677276	69.735745	1.431088	0.227413
747.428377	199995.601281	69.740750	1.431089	0.227382
747.344171	200004.371572	69.745754	1.431099	0.227389
747.313604	199980.734558	69.750759	1.431105	0.227371
747.234381	199953.500554	69.755764	1.431118	0.227350
747.430534	199984.690464	69.760769	1.431091	0.227374
747.561454	200004.254513	69.765774	1.431074	0.227389
747.381614	199953.379996	69.770778	1.431100	0.227350
747.477289	200088.669657	69.775783	1.431079	0.227454
747.615833	200047.215973	69.780788	1.431065	0.227422
747.375360	199940.424385	69.785793	1.431103	0.227340
747.270718	199993.086674	69.790798	1.431113	0.227380
747.541545	200034.459366	69.795802	1.431077	0.227412
747.428446	200075.553203	69.800807	1.431088	0.227444
747.501871	200071.664769	69.805812	1.431080	0.227441
747.262640	199937.914897	69.810817	1.431120	0.227338
747.567449	200058.962461	69.815822	1.431073	0.227431
747.453520	199935.404086	69.820826	1.431097	0.227336
747.627477	200009.198082	69.825831	1.431070	0.227393
747.572087	200030.692578	69.830836	1.431076	0.227409
747.622875	200045.507715	69.835841	1.431069	0.227421
747.539939	199865.598493	69.840846	1.431092	0.227282
747.825113	200002.139542	69.845850	1.431047	0.227387
747.675052	199993.675293	69.850855	1.431067	0.227381
747.663601	200123.896597	69.855860	1.431060	0.227481
747.716068	200084.012115	69.860865	1.431057	0.227451
747.431749	200106.339359	69.865870	1.431091	0.227468
747.549387	199927.753744	69.870874	1.431089	0.227330
747.828555	200023.569785	69.875879	1.431048	0.227404
747.594434	199920.944958	69.880884	1.431085	0.227325
747.715116	199916.460033	69.885889	1.431071	0.227321
747.831100	199956.443012	69.890894	1.431054	0.227352
747.537122	200101.864878	69.895898	1.431081	0.227464
747.868564	200046.502923	69.900903	1.431043	0.227422
747.760936	200012.532332	69.905908	1.431060	0.227395
747.482123	200020.355544	69.910913	1.431095	0.227401
747.861078	200082.940983	69.915918	1.431043	0.227450
747.498083	200046.223990	69.920922	1.431092	0.227421
747.732169	199914.138867	69.925927	1.431072	0.227319
747.812503	200146.931597	69.930932	1.431046	0.227499
747.613711	200015.997752	69.935937	1.431081	0.227398
747.753195	199997.535090	69.940942	1.431065	0.227384
747.684468	200000.615690	69.945946	1.431074	0.227386
747.983717	200046.451046	69.950951	1.431033	0.227422
747.673533	200059.665980	69.955956	1.431072	0.227432
747.427571	200050.424525	69.960961	1.431104	0.227425
747.752739	199995.241604	69.965966	1.431067	0.227382
747.562385	199990.428675	69.970970	1.431092	0.227378
747.512546	199995.094808	69.975975	1.431098	0.227382
747.969098	200037.846998	69.980980	1.431038	0.227415
747.795510	200031.740067	69.985985	1.431061	0.227410
748.012980	199941.095002	69.990990	1.431040	0.227340
747.671216	199998.256071	69.995994	1.431080	0.227384
748.284065	199997.097072	70.000999	1.431003	0.227384
747.816748	200060.236571	70.006004	1.431058	0.227432
747.829162	200001.113293	70.011009	1.431061	0.227387
747.891037	199946.370142	70.016014	1.431057	0.227344
748.081340	200008.410580	70.021018	1.431029	0.227392
748.043187	200012.037035	70.026023	1.431034	0.227395
748.229977	199932.266004	70.031028	1.431017	0.227334
748.204989	199961.355270	70.036033	1.431018	0.227356
748.236467	199928.198419	70.041038	1.431017	0.227330
748.263746	199994.738663	70.046042	1.431009	0.227382
747.752797	200143.945588	70.051047	1.431064	0.227497
748.139084	200166.256140	70.056052	1.431014	0.227514
748.388994	200142.375815	70.061057	1.430985	0.227496
748.351590	200021.141643	70.066062	1.430998	0.227402
748.071354	200107.893617	70.071066	1.431028	0.227469
747.924782	199983.057101	70.076071	1.431056	0.227373
747.989609	199952.137917	70.081076	1.431050	0.227349
748.155057	199884.223319	70.086081	1.431034	0.227296
748.364733	200074.957535	70.091086	1.430995	0.227444
748.345046	200087.673430	70.096090	1.430997	0.227454
748.029321	199924.590507	70.101095	1.431049	0.227328
748.323223	199993.620753	70.106100	1.431007	0.227381
748.195482	199980.500455	70.111105	1.431024	0.227371
748.137730	199932.188438	70.116110	1.431036	0.227333
748.553952	199868.638677	70.121114	1.430988	0.227285
748.151774	199995.222268	70.126119	1.431030	0.227382
748.417723	200014.034833	70.131124	1.430996	0.227397
748.184228	200013.556307	70.136129	1.431026	0.227396
748.730472	200108.805520	70.141134	1.430951	0.227470
748.410532	199881.525549	70.146138	1.431007	0.227294
748.814150	199986.850955	70.151143	1.430949	0.227376
748.535340	200057.533700	70.156148	1.430980	0.227430
748.357764	199966.613224	70.161153	1.431009	0.227360
748.511471	200043.546809	70.166158	1.430985	0.227420
748.447954	200057.363392	70.171162	1.430992	0.227430
748.382490	199966.936890	70.176167	1.431007	0.227360
748.746634	200038.496122	70.181172	1.430957	0.227416
748.446141	199953.249938	70.186177	1.431001	0.227350
748.564274	200088.128027	70.191182	1.430977	0.227454
748.554755	200125.019399	70.196186	1.430976	0.227483
748.692978	200034.753522	70.201191	1.430965	0.227413
748.405830	199830.934668	70.206196	1.431016	0.227255
748.706306	200018.253262	70.211201	1.430966	0.227400
748.589176	199848.865612	70.216206	1.430993	0.227269
748.649637	200063.902737	70.221210	1.430971	0.227435
748.452797	200008.005879	70.226215	1.431000	0.227392
748.662002	199927.899102	70.231220	1.430979	0.227330
748.682744	200120.842909	70.236225	1.430964	0.227479
748.701833	200081.019857	70.241230	1.430965	0.227449
748.532359	200047.220987	70.246234	1.430989	0.227422
748.488412	200005.245848	70.251239	1.430998	0.227390
748.520307	199953.367416	70.256244	1.430998	0.227350
748.838093	199918.348583	70.261249	1.430960	0.227323
748.727626	200001.810810	70.266254	1.430969	0.227387
749.092355	200054.345320	70.271258	1.430920	0.227428
748.873569	200182.057601	70.276263	1.430939	0.227527
748.692386	200158.317961	70.281268	1.430964	0.227508
748.662936	199944.029927	70.286273	1.430983	0.227343
748.827514	199998.954007	70.291278	1.430959	0.227385
748.530263	199975.176654	70.296282	1.430998	0.227367
748.962131	199999.948132	70.301287	1.430942	0.227386
748.904880	200022.580156	70.306292	1.430948	0.227403
748.948348	199990.076189	70.311297	1.430946	0.227378
748.808800	199933.301811	70.316302	1.430968	0.227334
749.038015	199895.406451	70.321306	1.430942	0.227305
749.147448	199938.322269	70.326311	1.430925	0.227338
749.084654	200040.642041	70.331316	1.430927	0.227417
749.104888	199992.001257	70.336321	1.430928	0.227380
748.898487	199877.139305	70.341326	1.430962	0.227291
749.004861	200091.782748	70.346330	1.430934	0.227457
749.239288	200008.484032	70.351335	1.430911	0.227393
748.671776	199995.557787	70.356340	1.430984	0.227383
749.148890	200075.038762	70.361345	1.430919	0.227444
749.001732	200023.117542	70.366350	1.430941	0.227404
749.048435	200081.288970	70.371354	1.430932	0.227449
748.940451	200164.725746	70.376359	1.430940	0.227513
749.109293	199944.688304	70.381364	1.430934	0.227343
749.063314	200054.607418	70.386369	1.430933	0.227428
749.060714	199973.382143	70.391374	1.430939	0.227365
749.128992	199949.662371	70.396378	1.430933	0.227347
749.423793	199956.439332	70.401383	1.430896	0.227353
749.251785	200167.510953	70.406388	1.430903	0.227515
749.043108	199906.338993	70.411393	1.430948	0.227314
749.347336	199909.449445	70.416398	1.430910	0.227316
749.385891	199840.970037	70.421402	1.430910	0.227263
749.360482	199949.416544	70.426407	1.430906	0.227347
749.370383	200092.465319	70.431412	1.430895	0.227458
749.420737	200076.633993	70.436417	1.430891	0.227445
749.370490	200104.493702	70.441422	1.430895	0.227467
749.502039	199866.935187	70.446426	1.430896	0.227283
749.526017	200078.699930	70.451431	1.430878	0.227447
749.396846	199933.443783	70.456436	1.430905	0.227335
749.418309	200057.716682	70.461441	1.430894	0.227431
749.434517	200027.621743	70.466446	1.430895	0.227407
749.439531	199880.907306	70.471450	1.430905	0.227294
749.542334	200048.154543	70.476455	1.430881	0.227423
749.608718	200014.405070	70.481460	1.430875	0.227397
749.669581	200087.250907	70.486465	1.430863	0.227454
749.487272	200027.382625	70.491470	1.430890	0.227407
749.793430	199995.550866	70.496474	1.430854	0.227383
749.655256	200008.128531	70.501479	1.430871	0.227392
749.657436	199938.422700	70.506484	1.430876	0.227339
749.934217	200083.506573	70.511489	1.430832	0.227451
749.640060	199944.064659	70.516494	1.430879	0.227343
749.737113	200153.203982	70.521498	1.430852	0.227505
749.670023	199825.463507	70.526503	1.430884	0.227251
750.000405	199953.930017	70.531508	1.430834	0.227351
749.924037	200000.089991	70.536513	1.430841	0.227386
749.552811	200187.149234	70.541518	1.430875	0.227531
749.695465	199911.436074	70.546522	1.430877	0.227318
750.124556	199909.831757	70.551527	1.430823	0.227317
749.838096	199924.807413	70.556532	1.430859	0.227328
750.300756	199967.709065	70.561537	1.430798	0.227361
750.082641	200123.389184	70.566542	1.430815	0.227482
749.936885	199938.674201	70.571546	1.430846	0.227339
750.249170	200048.400561	70.576551	1.430800	0.227424
750.285439	200159.228170	70.581556	1.430788	0.227509
749.759642	200086.157053	70.586561	1.430860	0.227453
749.650860	199995.896159	70.591566	1.430880	0.227383
750.154011	199920.266447	70.596570	1.430822	0.227325
749.800891	200132.786418	70.601575	1.430853	0.227489
749.885436	199980.689126	70.606580	1.430853	0.227371
750.257998	199998.784727	70.611585	1.430805	0.227385
749.702240	199995.910140	70.616590	1.430876	0.227383
749.716019	200039.842716	70.621594	1.430872	0.227417
749.883330	199991.002340	70.626599	1.430854	0.227379
749.795559	200084.841416	70.631604	1.430859	0.227452
749.910479	199996.528720	70.636609	1.430851	0.227384
749.971085	199950.830862	70.641614	1.430847	0.227348
749.870988	200046.871854	70.646618	1.430854	0.227422
749.683512	200009.870247	70.651623	1.430880	0.227394
749.643074	200024.386699	70.656628	1.430885	0.227405
749.662955	199983.123456	70.661633	1.430886	0.227373
749.892907	199964.100729	70.666638	1.430858	0.227358
750.050360	199993.812649	70.671642	1.430837	0.227381
750.176661	200033.009188	70.676647	1.430818	0.227412
750.013463	200082.103161	70.681652	1.430836	0.227450
749.841404	199902.551163	70.686657	1.430871	0.227311
750.348508	199958.955043	70.691662	1.430803	0.227355
749.922318	200075.289344	70.696666	1.430849	0.227444
750.221943	199985.728946	70.701671	1.430818	0.227375
750.094510	200055.124291	70.706676	1.430830	0.227429
750.095654	199904.216948	70.711681	1.430841	0.227312
750.129561	199981.164151	70.716686	1.430831	0.227372
750.117015	199947.213157	70.721690	1.430836	0.227345
750.391102	200041.060268	70.726695	1.430795	0.227418
749.810785	199954.844270	70.731700	1.430875	0.227351
750.379271	200092.758797	70.736705	1.430794	0.227458
750.456014	200053.649667	70.741710	1.430787	0.227428
750.208634	199979.603759	70.746714	1.430824	0.227371
749.928186	199972.420059	70.751719	1.430860	0.227365
750.633618	200076.914713	70.756724	1.430764	0.227446
750.313044	199902.413686	70.761729	1.430818	0.227311
750.484186	200093.615419	70.766734	1.430783	0.227459
750.132873	199972.761882	70.771738	1.430836	0.227365
750.480419	200054.306275	70.776743	1.430787	0.227428
750.137060	199948.179850	70.781748	1.430838	0.227346
750.415829	200091.898821	70.786753	1.430793	0.227457
750.601990	199968.368636	70.791758	1.430779	0.227362
750.255441	200025.228157	70.796762	1.430819	0.227406
750.079448	199980.820182	70.801767	1.430845	0.227371
750.683695	200020.037562	70.806772	1.430766	0.227402
750.347998	199949.380837	70.811777	1.430814	0.227347
750.276935	200064.487516	70.816782	1.430815	0.227436
750.516065	200098.392200	70.821786	1.430783	0.227462
749.931172	199968.847907	70.826791	1.430867	0.227362
750.306687	199990.555436	70.831796	1.430818	0.227379
750.587187	200048.044108	70.836801	1.430779	0.227423
750.498096	199996.078735	70.841806	1.430794	0.227383
750.554445	199982.822556	70.846810	1.430789	0.227373
750.337070	199966.497594	70.851815	1.430818	0.227360
750.234352	200058.320233	70.856820	1.430825	0.227431
750.732682	200123.949180	70.861825	1.430758	0.227482
750.091920	200181.309375	70.866830	1.430835	0.227526
750.263078	199927.870683	70.871834	1.430831	0.227331
750.386142	199990.918353	70.876839	1.430812	0.227379
750.212764	200029.328417	70.881844	1.430832	0.227409
750.357553	199920.389972	70.886849	1.430821	0.227325
750.220486	200047.721088	70.891854	1.430830	0.227423
750.547704	200067.423248	70.896858	1.430788	0.227438
750.046635	200001.039609	70.901863	1.430856	0.227387
750.288416	200070.541885	70.906868	1.430821	0.227441
750.150160	199953.029715	70.911873	1.430847	0.227350
750.209087	199979.994623	70.916878	1.430838	0.227371
750.244022	200019.145161	70.921882	1.430832	0.227401
750.358835	200016.354892	70.926887	1.430818	0.227399
749.843330	200027.868263	70.931892	1.430883	0.227408
750.197565	200016.409722	70.936897	1.430839	0.227399
750.220670	199969.283955	70.941902	1.430840	0.227363
750.060031	200011.479584	70.946906	1.430858	0.227395
750.527757	199908.196238	70.951911	1.430806	0.227315
750.535870	200067.970844	70.956916	1.430794	0.227439
750.183367	199960.508292	70.961921	1.430847	0.227356
750.270235	200057.928417	70.966926	1.430830	0.227431
750.339147	199947.726079	70.971930	1.430829	0.227346
750.275489	199999.970770	70.976935	1.430834	0.227386
750.458290	200059.942071	70.981940	1.430807	0.227433
750.191389	199978.727242	70.986945	1.430847	0.227370
