Mon Apr 14 17:13:50 2025

Number of Points = 16359
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
715.748107	191858.291068	66.817946	1.435412	0.221089
715.832880	191883.065497	66.822951	1.435400	0.221108
715.897622	191910.599362	66.827956	1.435390	0.221130
716.064520	191860.110474	66.832961	1.435373	0.221091
715.943537	191870.758428	66.837966	1.435388	0.221099
716.142366	191896.859436	66.842970	1.435362	0.221119
716.180955	191978.676370	66.847975	1.435352	0.221182
716.137254	191963.260486	66.852980	1.435359	0.221170
716.005079	191908.979755	66.857985	1.435380	0.221128
716.299722	191971.821836	66.862990	1.435338	0.221177
716.275943	191951.600868	66.867994	1.435343	0.221161
716.120416	192060.959717	66.872999	1.435356	0.221246
716.469955	192082.339412	66.878004	1.435310	0.221262
715.966696	192202.318948	66.883009	1.435366	0.221355
716.279831	192060.986727	66.888014	1.435337	0.221246
716.508538	192120.289695	66.893018	1.435304	0.221292
716.273065	191991.259887	66.898023	1.435343	0.221192
716.361124	192142.464203	66.903028	1.435322	0.221309
716.415531	192063.118811	66.908033	1.435321	0.221248
716.482901	192146.467586	66.913038	1.435307	0.221312
716.482663	191998.166431	66.918042	1.435318	0.221197
716.907192	192219.826135	66.923047	1.435249	0.221369
716.758740	192123.322161	66.928052	1.435275	0.221294
716.925811	192209.416774	66.933057	1.435249	0.221361
716.673191	192360.658074	66.938062	1.435270	0.221477
716.881727	192191.829934	66.943066	1.435256	0.221347
716.802421	192173.824159	66.948071	1.435268	0.221333
717.064408	192385.815085	66.953076	1.435220	0.221497
717.289769	192374.907689	66.958081	1.435193	0.221489
717.128777	192433.606323	66.963086	1.435210	0.221534
717.306739	192425.846156	66.968090	1.435188	0.221528
717.281429	192316.395172	66.973095	1.435200	0.221443
717.229121	192354.777445	66.978100	1.435204	0.221473
717.192064	192275.663190	66.983105	1.435215	0.221412
717.302610	192379.254149	66.988110	1.435194	0.221492
717.561530	192300.598801	66.993114	1.435167	0.221431
717.591709	192357.315347	66.998119	1.435160	0.221475
717.592688	192399.797058	67.003124	1.435157	0.221508
717.734028	192427.205544	67.008129	1.435138	0.221529
717.857589	192341.067881	67.013134	1.435128	0.221463
717.994203	192442.150271	67.018138	1.435104	0.221541
718.128894	192490.624753	67.023143	1.435085	0.221578
718.257237	192534.934113	67.028148	1.435066	0.221613
718.255394	192553.372981	67.033153	1.435065	0.221627
718.304826	192501.026728	67.038158	1.435063	0.221586
718.279140	192580.770640	67.043162	1.435061	0.221648
718.302981	192606.373997	67.048167	1.435057	0.221668
718.415406	192596.589393	67.053172	1.435043	0.221660
718.567991	192693.323628	67.058177	1.435018	0.221735
718.534432	192625.799723	67.063182	1.435027	0.221683
718.648578	192646.549653	67.068186	1.435012	0.221699
718.761657	192761.254478	67.073191	1.434990	0.221787
718.686569	192674.978298	67.078196	1.435006	0.221721
718.842121	192712.459870	67.083201	1.434984	0.221750
718.748120	192743.607801	67.088206	1.434994	0.221774
718.886692	192719.948721	67.093210	1.434979	0.221756
718.899817	192800.943600	67.098215	1.434972	0.221818
718.814829	192757.354179	67.103220	1.434986	0.221784
719.203357	192770.715475	67.108225	1.434936	0.221795
719.059897	192810.997307	67.113230	1.434952	0.221826
719.321567	192830.587952	67.118234	1.434918	0.221841
719.243964	192827.432039	67.123239	1.434929	0.221839
719.326903	192846.575920	67.128244	1.434917	0.221854
719.488161	192896.128675	67.133249	1.434894	0.221892
719.489649	192913.000839	67.138254	1.434893	0.221905
719.703102	192919.271709	67.143258	1.434866	0.221910
719.575477	192901.584187	67.148263	1.434884	0.221896
719.533820	192860.000957	67.153268	1.434892	0.221864
719.619276	193013.712612	67.158273	1.434871	0.221983
719.844965	192894.503358	67.163278	1.434851	0.221891
719.939170	192958.247219	67.168282	1.434835	0.221940
719.732816	192980.465982	67.173287	1.434860	0.221957
719.910000	193124.500337	67.178292	1.434828	0.222068
719.959493	193067.555914	67.183297	1.434826	0.222024
719.924984	193037.664007	67.188302	1.434833	0.222001
720.316956	192993.160678	67.193306	1.434787	0.221967
720.279537	193053.841194	67.198311	1.434788	0.222014
720.387245	193238.916380	67.203316	1.434762	0.222157
720.261995	193136.111282	67.208321	1.434786	0.222077
720.190873	193175.031544	67.213326	1.434792	0.222107
720.383472	193080.078933	67.218330	1.434775	0.222034
720.437486	193246.077413	67.223335	1.434757	0.222162
720.307102	193161.585358	67.228340	1.434780	0.222097
720.413984	193276.345442	67.233345	1.434759	0.222186
720.263245	193244.571647	67.238350	1.434780	0.222161
720.499035	193266.343258	67.243354	1.434750	0.222178
720.520223	193281.062411	67.248359	1.434746	0.222189
720.628649	193249.380795	67.253364	1.434735	0.222165
720.648848	193268.141416	67.258369	1.434732	0.222180
720.656563	193397.129088	67.263374	1.434722	0.222279
720.708855	193249.812531	67.268378	1.434726	0.222165
720.655745	193312.090094	67.273383	1.434729	0.222213
720.862854	193377.035930	67.278388	1.434699	0.222264
721.016425	193355.290824	67.283393	1.434681	0.222247
721.020866	193357.816205	67.288398	1.434681	0.222249
721.094058	193390.198599	67.293402	1.434670	0.222274
721.106532	193423.004985	67.298407	1.434666	0.222299
721.417877	193439.826908	67.303412	1.434626	0.222312
721.166551	193501.159431	67.308417	1.434654	0.222360
721.275942	193510.369063	67.313422	1.434640	0.222367
721.153316	193449.918523	67.318426	1.434660	0.222320
721.168280	193585.926521	67.323431	1.434649	0.222425
721.057836	193617.788285	67.328436	1.434662	0.222450
721.503632	193551.746743	67.333441	1.434610	0.222399
721.375035	193544.793481	67.338446	1.434627	0.222393
721.442233	193563.387468	67.343450	1.434618	0.222408
721.414110	193542.080360	67.348455	1.434624	0.222391
721.562899	193549.231284	67.353460	1.434605	0.222397
721.771885	193613.015366	67.358465	1.434574	0.222446
721.871467	193640.060156	67.363470	1.434560	0.222467
721.763642	193642.470678	67.368474	1.434574	0.222469
721.979530	193682.485254	67.373479	1.434544	0.222500
721.893049	193738.106897	67.378484	1.434552	0.222543
721.846806	193767.699977	67.383489	1.434556	0.222566
722.127263	193640.941922	67.388494	1.434530	0.222468
722.071637	193754.924089	67.393498	1.434529	0.222556
722.022610	193715.513798	67.398503	1.434539	0.222525
722.175302	193798.613740	67.403508	1.434514	0.222590
722.186066	193868.196822	67.408513	1.434508	0.222643
722.209556	193820.377033	67.413518	1.434509	0.222607
722.425694	193815.053926	67.418522	1.434483	0.222602
722.601815	193806.182528	67.423527	1.434461	0.222596
722.627406	193815.141813	67.428532	1.434458	0.222603
722.584909	193826.699636	67.433537	1.434463	0.222611
722.551840	193971.490218	67.438542	1.434457	0.222723
722.705903	194011.702394	67.443546	1.434436	0.222754
722.808532	193855.903830	67.448551	1.434434	0.222634
723.126499	194022.301968	67.453556	1.434383	0.222763
722.496827	193923.143448	67.458561	1.434469	0.222686
722.610226	193936.292202	67.463566	1.434455	0.222696
722.988308	193966.454242	67.468570	1.434405	0.222720
723.097372	193940.353441	67.473575	1.434394	0.222699
722.974775	194016.749689	67.478580	1.434404	0.222758
722.867286	194076.900259	67.483585	1.434414	0.222805
723.119121	194150.320557	67.488590	1.434378	0.222862
723.091499	194125.855430	67.493594	1.434383	0.222843
723.161839	194107.319285	67.498599	1.434376	0.222828
723.118221	194051.337237	67.503604	1.434386	0.222785
723.417965	194134.163131	67.508609	1.434343	0.222849
723.330061	194116.057516	67.513614	1.434355	0.222835
723.216698	194198.109229	67.518618	1.434364	0.222899
723.533178	194131.552469	67.523623	1.434329	0.222847
723.391516	194211.188679	67.528628	1.434342	0.222909
723.544877	194120.260413	67.533633	1.434330	0.222838
724.057700	194210.695537	67.538638	1.434259	0.222908
723.682706	194346.481992	67.543642	1.434297	0.223013
723.749200	194332.695508	67.548647	1.434290	0.223003
723.694586	194303.439883	67.553652	1.434300	0.222980
723.742464	194271.877580	67.558657	1.434296	0.222956
723.927345	194307.685281	67.563662	1.434271	0.222983
723.967752	194285.218440	67.568666	1.434268	0.222966
724.068094	194241.312947	67.573671	1.434258	0.222932
724.017956	194392.451759	67.578676	1.434255	0.223049
724.485517	194419.301609	67.583681	1.434194	0.223070
724.185085	194428.493879	67.588686	1.434232	0.223077
724.432378	194308.183704	67.593690	1.434209	0.222984
724.426419	194322.887168	67.598695	1.434210	0.222995
724.504800	194502.956267	67.603700	1.434188	0.223134
724.153086	194425.831306	67.608705	1.434238	0.223075
724.519307	194390.047752	67.613710	1.434194	0.223047
724.769290	194480.317227	67.618714	1.434157	0.223117
724.811778	194539.359249	67.623719	1.434148	0.223163
724.624856	194510.500162	67.628724	1.434174	0.223140
724.668696	194481.793103	67.633729	1.434171	0.223118
724.809306	194492.609517	67.638734	1.434153	0.223126
725.004740	194585.549398	67.643738	1.434122	0.223198
725.282339	194508.900673	67.648743	1.434093	0.223139
725.179961	194588.929581	67.653748	1.434100	0.223201
725.044743	194576.042335	67.658753	1.434119	0.223191
725.237978	194758.273565	67.663758	1.434082	0.223332
725.403848	194646.854000	67.668762	1.434069	0.223246
725.209740	194696.148003	67.673767	1.434091	0.223284
725.247836	194731.751738	67.678772	1.434084	0.223311
725.540923	194745.903196	67.683777	1.434046	0.223322
725.390788	194719.734529	67.688782	1.434068	0.223302
725.555409	194704.854899	67.693786	1.434048	0.223291
725.320638	194803.392087	67.698791	1.434072	0.223367
725.714345	194771.514083	67.703796	1.434024	0.223342
725.517373	194763.168245	67.708801	1.434050	0.223336
725.551748	194850.428055	67.713806	1.434040	0.223403
725.710207	194790.639786	67.718810	1.434025	0.223357
725.595161	194871.254824	67.723815	1.434034	0.223419
725.842570	194849.502853	67.728820	1.434005	0.223402
725.986153	194875.120311	67.733825	1.433985	0.223422
725.843432	194824.245705	67.738830	1.434007	0.223383
725.999907	194958.852111	67.743834	1.433979	0.223487
725.898448	194920.492377	67.748839	1.433995	0.223457
725.973541	195007.790043	67.753844	1.433979	0.223525
726.020890	194916.589948	67.758849	1.433980	0.223454
726.025130	194944.172674	67.763854	1.433978	0.223476
726.256270	195014.849405	67.768858	1.433945	0.223530
726.292449	195022.517510	67.773863	1.433940	0.223536
726.164584	194989.521243	67.778868	1.433959	0.223511
726.458779	195044.314689	67.783873	1.433918	0.223553
726.690507	195095.971247	67.788878	1.433886	0.223593
726.545142	194955.628720	67.793882	1.433914	0.223485
726.499341	195175.198835	67.798887	1.433905	0.223654
726.497195	195111.142753	67.803892	1.433910	0.223605
726.574357	195149.790804	67.808897	1.433898	0.223635
726.808268	195083.005499	67.813902	1.433874	0.223583
726.806302	195083.714500	67.818906	1.433874	0.223584
727.130004	195111.799371	67.823911	1.433832	0.223605
726.585992	195269.799251	67.828916	1.433890	0.223727
726.755718	195211.976393	67.833921	1.433873	0.223683
726.949583	195251.672685	67.838926	1.433846	0.223713
727.020489	195209.669314	67.843930	1.433841	0.223681
727.029152	195287.568003	67.848935	1.433835	0.223741
727.078971	195261.459701	67.853940	1.433831	0.223721
727.202566	195318.936530	67.858945	1.433811	0.223765
727.069595	195380.513562	67.863950	1.433824	0.223813
727.233003	195410.495107	67.868954	1.433802	0.223836
727.480335	195438.276957	67.873959	1.433769	0.223858
726.971848	195372.314107	67.878964	1.433839	0.223807
727.362189	195348.822577	67.883969	1.433791	0.223788
727.289806	195311.463047	67.888974	1.433803	0.223760
727.416975	195407.333588	67.893978	1.433781	0.223834
727.228088	195458.345272	67.898983	1.433802	0.223873
727.150422	195482.216973	67.903988	1.433810	0.223891
727.085209	195478.955585	67.908993	1.433819	0.223889
727.637769	195479.256228	67.913998	1.433750	0.223889
727.560908	195405.145010	67.919002	1.433765	0.223832
727.632075	195656.711152	67.924007	1.433739	0.224026
727.574442	195518.458191	67.929012	1.433756	0.223920
727.732248	195531.694457	67.934017	1.433736	0.223930
727.562222	195541.678192	67.939022	1.433757	0.223937
727.936548	195560.779863	67.944026	1.433709	0.223952
727.667657	195636.042342	67.949031	1.433738	0.224010
727.817440	195605.505755	67.954036	1.433722	0.223987
727.738404	195607.174551	67.959041	1.433732	0.223988
728.009281	195652.757266	67.964046	1.433695	0.224023
727.988703	195613.233204	67.969050	1.433701	0.223993
728.107634	195724.086995	67.974055	1.433679	0.224079
728.051910	195656.434603	67.979060	1.433691	0.224026
728.078459	195715.282944	67.984065	1.433684	0.224072
728.302732	195764.796422	67.989070	1.433652	0.224110
728.077192	195714.098328	67.994074	1.433685	0.224071
728.333394	195772.897112	67.999079	1.433649	0.224116
728.680086	195747.979578	68.004084	1.433607	0.224097
728.489054	195787.170999	68.009089	1.433629	0.224127
728.623674	195822.366108	68.014094	1.433610	0.224155
728.513544	195777.313737	68.019098	1.433627	0.224120
728.693381	195826.816603	68.024103	1.433602	0.224158
728.808326	195879.826684	68.029108	1.433584	0.224199
728.736355	195828.244601	68.034113	1.433597	0.224159
729.015988	195909.542968	68.039118	1.433556	0.224222
728.982728	195870.628824	68.044122	1.433564	0.224192
728.672533	195989.555785	68.049127	1.433595	0.224284
729.037824	195957.761112	68.054132	1.433551	0.224259
728.913728	195938.099647	68.059137	1.433569	0.224244
729.103842	196009.323477	68.064142	1.433540	0.224299
729.024623	195914.800878	68.069146	1.433557	0.224226
729.377495	195984.152751	68.074151	1.433508	0.224280
729.345922	196097.053149	68.079156	1.433505	0.224367
729.119196	196032.789800	68.084161	1.433538	0.224317
729.568065	196053.307420	68.089166	1.433481	0.224333
729.533908	196056.426707	68.094170	1.433485	0.224336
729.400424	196094.235828	68.099175	1.433500	0.224365
729.258664	196108.934311	68.104180	1.433517	0.224376
729.640422	196132.505180	68.109185	1.433468	0.224394
729.631312	196114.776341	68.114190	1.433471	0.224381
729.764756	196197.007628	68.119194	1.433448	0.224444
729.758113	196165.814025	68.124199	1.433452	0.224420
729.860034	196217.818758	68.129204	1.433436	0.224460
730.086023	196217.089304	68.134209	1.433408	0.224460
729.797470	196265.230437	68.139214	1.433441	0.224497
730.093410	196202.412645	68.144218	1.433409	0.224448
730.047038	196196.315805	68.149223	1.433415	0.224444
730.415769	196272.761666	68.154228	1.433364	0.224503
730.004688	196276.559768	68.159233	1.433416	0.224506
730.559533	196301.943612	68.164238	1.433344	0.224525
730.087541	196355.879024	68.169242	1.433401	0.224567
730.583058	196284.861858	68.174247	1.433344	0.224512
730.392929	196380.764495	68.179252	1.433361	0.224586
730.643609	196404.732105	68.184257	1.433328	0.224605
730.542244	196325.775656	68.189262	1.433347	0.224544
730.621531	196434.650413	68.194266	1.433330	0.224628
730.439318	196471.263572	68.199271	1.433351	0.224656
730.652045	196503.630321	68.204276	1.433322	0.224681
730.551516	196436.621652	68.209281	1.433340	0.224629
730.708307	196559.466286	68.214286	1.433312	0.224724
730.566994	196436.416706	68.219290	1.433339	0.224629
730.841701	196546.895451	68.224295	1.433297	0.224715
730.736573	196569.059556	68.229300	1.433309	0.224732
730.798279	196550.524151	68.234305	1.433303	0.224718
730.803314	196556.459952	68.239310	1.433302	0.224722
730.869776	196605.597429	68.244314	1.433291	0.224760
730.899799	196644.667707	68.249319	1.433285	0.224790
731.055850	196627.440279	68.254324	1.433267	0.224777
731.048950	196637.118648	68.259329	1.433267	0.224784
730.907160	196681.044698	68.264334	1.433283	0.224818
731.364168	196628.429150	68.269338	1.433229	0.224778
731.013220	196621.648523	68.274343	1.433274	0.224773
731.115361	196695.707310	68.279348	1.433257	0.224830
731.134206	196712.450451	68.284353	1.433253	0.224843
731.072775	196742.709328	68.289358	1.433260	0.224866
731.111010	196701.749455	68.294362	1.433258	0.224834
730.960864	196749.644385	68.299367	1.433274	0.224871
731.250692	196816.922815	68.304372	1.433233	0.224923
731.420316	196797.467822	68.309377	1.433213	0.224908
731.188229	196776.603044	68.314382	1.433245	0.224892
731.326033	196844.183799	68.319386	1.433223	0.224944
731.561697	196877.503552	68.324391	1.433191	0.224970
731.792618	196811.699120	68.329396	1.433167	0.224920
732.021939	196899.206652	68.334401	1.433132	0.224987
731.666619	196873.430764	68.339406	1.433180	0.224967
731.638154	197000.885425	68.344410	1.433175	0.225066
731.766579	196955.323288	68.349415	1.433162	0.225030
731.670595	196893.515601	68.354420	1.433179	0.224983
731.991785	196926.226496	68.359425	1.433137	0.225008
732.012202	196987.252770	68.364430	1.433130	0.225055
731.825049	196987.946502	68.369434	1.433154	0.225056
731.945078	196928.468047	68.374439	1.433144	0.225010
732.282999	197031.779621	68.379444	1.433094	0.225090
732.367099	197046.607097	68.384449	1.433083	0.225101
732.402844	197064.052318	68.389454	1.433078	0.225115
732.401843	196988.925729	68.394458	1.433083	0.225057
732.695441	197053.854339	68.399463	1.433042	0.225107
732.528160	197128.406738	68.404468	1.433058	0.225164
732.564511	197102.098531	68.409473	1.433056	0.225144
732.783838	197214.518639	68.414478	1.433021	0.225231
732.690776	197156.372214	68.419482	1.433037	0.225186
732.822960	197229.690423	68.424487	1.433016	0.225243
732.828395	197190.003431	68.429492	1.433018	0.225212
732.859043	197245.898947	68.434497	1.433011	0.225255
732.971530	197182.178269	68.439502	1.433002	0.225206
732.749490	197282.212965	68.444506	1.433023	0.225283
732.879240	197281.388588	68.449511	1.433007	0.225283
732.647330	197224.272522	68.454516	1.433041	0.225238
733.099118	197306.884064	68.459521	1.432979	0.225302
733.039220	197359.045401	68.464526	1.432983	0.225343
733.045692	197339.921067	68.469530	1.432984	0.225328
732.973080	197267.039948	68.474535	1.432999	0.225271
733.163396	197412.007879	68.479540	1.432965	0.225384
733.301046	197356.412859	68.484545	1.432952	0.225341
733.406377	197355.091211	68.489550	1.432939	0.225340
733.565094	197328.540689	68.494554	1.432921	0.225319
733.575904	197364.385002	68.499559	1.432918	0.225347
733.730527	197536.092622	68.504564	1.432887	0.225479
733.543283	197406.736995	68.509569	1.432920	0.225380
733.541057	197499.955970	68.514574	1.432914	0.225452
733.638810	197436.087785	68.519578	1.432906	0.225402
733.750368	197504.260190	68.524583	1.432888	0.225455
734.051362	197578.206548	68.529588	1.432845	0.225512
733.849556	197618.996300	68.534593	1.432868	0.225544
733.873946	197495.457174	68.539598	1.432874	0.225448
734.237165	197593.205491	68.544602	1.432822	0.225524
733.935102	197773.627973	68.549607	1.432848	0.225663
734.030431	197624.373039	68.554612	1.432847	0.225548
733.927568	197732.202212	68.559617	1.432853	0.225631
734.331190	197505.064591	68.564622	1.432818	0.225456
734.359301	197626.188911	68.569626	1.432806	0.225549
734.213329	197617.092707	68.574631	1.432826	0.225542
734.381843	197673.752712	68.579636	1.432801	0.225586
734.537043	197756.866984	68.584641	1.432776	0.225650
734.321501	197712.628144	68.589646	1.432807	0.225616
734.582579	197636.908517	68.594650	1.432780	0.225558
734.595619	197711.353524	68.599655	1.432773	0.225615
734.770885	197890.433826	68.604660	1.432739	0.225753
734.616214	197894.906370	68.609665	1.432759	0.225757
734.753189	197887.688173	68.614670	1.432742	0.225751
734.698519	197777.688750	68.619674	1.432757	0.225666
734.881228	197720.991804	68.624679	1.432738	0.225623
735.232004	197740.355725	68.629684	1.432693	0.225638
735.559445	197824.601366	68.634689	1.432646	0.225703
735.342621	197980.240470	68.639694	1.432663	0.225823
734.692984	197961.986595	68.644698	1.432747	0.225809
734.911530	198073.602995	68.649703	1.432712	0.225895
735.249034	198069.957126	68.654708	1.432670	0.225892
734.986841	197973.590591	68.659713	1.432711	0.225818
735.241063	197887.893564	68.664718	1.432685	0.225752
735.276834	197860.397288	68.669722	1.432683	0.225730
735.655012	198034.233712	68.674727	1.432623	0.225865
735.240051	198130.318497	68.679732	1.432669	0.225939
735.346666	197926.868979	68.684737	1.432670	0.225782
735.631090	198080.349426	68.689742	1.432624	0.225900
735.514137	198144.202700	68.694746	1.432635	0.225950
735.541268	198044.861433	68.699751	1.432639	0.225873
736.007237	198124.187299	68.704756	1.432575	0.225934
735.667097	197998.920117	68.709761	1.432627	0.225837
735.789209	198211.796719	68.714766	1.432597	0.226002
735.781701	198051.961970	68.719770	1.432610	0.225878
735.713452	198197.878481	68.724775	1.432609	0.225991
735.778677	198076.419552	68.729780	1.432609	0.225897
735.983946	198207.695463	68.734785	1.432575	0.225999
735.953138	198265.331543	68.739790	1.432575	0.226043
736.186211	198303.403788	68.744794	1.432543	0.226073
736.548305	198322.410854	68.749799	1.432497	0.226088
736.292652	198263.531384	68.754804	1.432533	0.226042
735.869282	198401.834694	68.759809	1.432578	0.226149
736.246761	198325.518888	68.764814	1.432536	0.226090
736.168504	198292.071931	68.769818	1.432548	0.226064
736.160843	198511.915913	68.774823	1.432534	0.226234
736.217940	198470.340235	68.779828	1.432531	0.226202
736.055306	198204.171589	68.784833	1.432570	0.225996
736.570327	198322.286128	68.789838	1.432497	0.226087
736.750580	198438.439001	68.794842	1.432467	0.226177
736.538310	198352.311369	68.799847	1.432500	0.226111
736.649899	198474.322634	68.804852	1.432478	0.226205
736.509534	198522.369847	68.809857	1.432493	0.226242
736.500193	198332.192386	68.814862	1.432507	0.226095
736.719530	198518.716099	68.819866	1.432467	0.226239
736.705725	198554.418828	68.824871	1.432467	0.226267
736.891644	198433.524829	68.829876	1.432452	0.226173
737.026475	198524.505554	68.834881	1.432429	0.226244
736.972493	198599.581799	68.839886	1.432431	0.226302
737.222824	198581.589416	68.844890	1.432401	0.226288
737.267767	198620.481530	68.849895	1.432393	0.226318
737.534394	198696.337675	68.854900	1.432355	0.226377
737.510300	198690.131807	68.859905	1.432359	0.226372
737.517970	198682.298705	68.864910	1.432359	0.226366
737.478582	198661.242888	68.869914	1.432366	0.226349
737.415050	198623.470555	68.874919	1.432377	0.226320
737.677905	198730.882136	68.879924	1.432336	0.226403
737.626758	198733.451551	68.884929	1.432343	0.226405
737.648347	198558.874914	68.889934	1.432353	0.226270
737.775525	198560.501881	68.894938	1.432337	0.226272
737.746156	198822.065976	68.899943	1.432323	0.226474
737.821998	198683.547209	68.904948	1.432324	0.226367
738.154791	198908.513621	68.909953	1.432266	0.226541
738.058830	198819.693472	68.914958	1.432285	0.226472
738.192326	198834.531311	68.919962	1.432268	0.226483
737.965138	198809.191295	68.924967	1.432298	0.226464
737.962086	198845.547847	68.929972	1.432297	0.226492
738.092263	198796.823323	68.934977	1.432284	0.226454
738.139738	198945.612394	68.939982	1.432268	0.226569
738.253965	198955.075409	68.944986	1.432253	0.226577
737.997324	198938.385093	68.949991	1.432288	0.226564
738.421577	198931.957014	68.954996	1.432235	0.226559
738.373332	198848.426574	68.960001	1.432247	0.226494
738.321519	198834.246378	68.965006	1.432255	0.226483
738.683685	198884.580933	68.970010	1.432206	0.226522
738.615492	199025.904973	68.975015	1.432205	0.226631
738.552386	199074.913479	68.980020	1.432210	0.226669
738.616613	199121.404654	68.985025	1.432199	0.226705
738.729240	199102.345176	68.990030	1.432187	0.226690
739.035636	199056.518440	68.995034	1.432152	0.226655
738.714709	199129.763588	69.000039	1.432188	0.226712
738.821008	199095.269854	69.005044	1.432177	0.226685
739.210146	199206.583751	69.010049	1.432121	0.226771
739.619625	199072.122189	69.015054	1.432079	0.226667
740.400524	199036.928333	69.020058	1.431983	0.226640
740.715439	199087.885121	69.025063	1.431940	0.226680
740.391775	199035.872298	69.030068	1.431985	0.226639
740.987943	199181.654328	69.035073	1.431900	0.226752
740.904781	199163.846117	69.040078	1.431912	0.226738
740.999464	199168.439637	69.045082	1.431900	0.226742
741.286123	199174.233701	69.050087	1.431864	0.226747
741.324883	199210.905650	69.055092	1.431857	0.226775
741.483972	199215.149724	69.060097	1.431837	0.226778
741.507362	199295.483323	69.065102	1.431829	0.226840
741.687925	199258.438667	69.070106	1.431809	0.226812
741.892083	199252.587625	69.075111	1.431784	0.226807
741.742396	199348.995418	69.080116	1.431797	0.226882
741.829318	199309.328489	69.085121	1.431789	0.226851
742.125889	199418.349381	69.090126	1.431744	0.226935
742.226656	199436.583745	69.095130	1.431731	0.226949
742.005236	199396.234105	69.100135	1.431762	0.226918
742.360914	199366.357714	69.105140	1.431719	0.226895
742.461684	199449.698345	69.110145	1.431701	0.226960
742.343440	199565.272535	69.115150	1.431709	0.227049
742.336983	199403.507403	69.120154	1.431721	0.226924
742.507685	199516.864818	69.125159	1.431692	0.227011
742.656756	199539.327936	69.130164	1.431672	0.227029
742.628094	199514.478112	69.135169	1.431678	0.227010
742.729357	199623.866959	69.140174	1.431658	0.227094
742.832026	199573.532741	69.145178	1.431649	0.227055
743.020572	199571.375337	69.150183	1.431625	0.227054
742.973125	199643.547627	69.155188	1.431627	0.227109
743.151611	199502.514205	69.160193	1.431615	0.227001
743.249911	199621.782424	69.165198	1.431594	0.227093
743.265530	199617.458173	69.170202	1.431593	0.227089
743.426942	199621.979481	69.175207	1.431573	0.227093
743.503735	199789.334263	69.180212	1.431552	0.227222
743.304277	199697.815705	69.185217	1.431584	0.227151
743.191966	199717.282030	69.190222	1.431597	0.227166
743.330420	199691.695308	69.195226	1.431582	0.227147

743.425696	199706.445162	69.200231	1.431569	0.227158
743.591886	199843.731454	69.205236	1.431539	0.227264
743.704762	199804.029887	69.210241	1.431528	0.227234
743.765061	199790.317769	69.215246	1.431522	0.227223
743.832038	199773.445379	69.220250	1.431515	0.227210
743.988462	199805.001703	69.225255	1.431493	0.227234
744.090317	199940.263151	69.230260	1.431471	0.227339
744.123836	199887.676929	69.235265	1.431471	0.227298
743.951923	199900.998230	69.240270	1.431492	0.227309
744.185347	199873.384367	69.245274	1.431465	0.227287
744.435626	199943.110837	69.250279	1.431429	0.227341
744.590369	199908.119970	69.255284	1.431413	0.227314
744.355589	199901.022453	69.260289	1.431443	0.227309
744.835824	199959.052047	69.265294	1.431379	0.227354
744.337121	200180.336418	69.270298	1.431427	0.227524
744.470919	199837.648979	69.275303	1.431434	0.227260
744.676850	199830.837142	69.280308	1.431409	0.227254
744.766711	199974.440126	69.285313	1.431388	0.227365
744.998866	200045.688743	69.290318	1.431354	0.227421
744.996489	199932.629534	69.295322	1.431363	0.227333
744.973836	200114.647706	69.300327	1.431354	0.227474
745.011343	199951.525094	69.305332	1.431361	0.227348
744.945574	199973.932461	69.310337	1.431368	0.227365
745.114561	199969.179107	69.315342	1.431347	0.227361
745.160635	199974.597147	69.320346	1.431341	0.227366
745.139883	199879.229740	69.325351	1.431351	0.227292
745.017069	200081.694393	69.330356	1.431353	0.227448
745.227872	199989.686985	69.335361	1.431333	0.227377
745.163334	200016.591174	69.340366	1.431340	0.227398
745.207211	200079.892328	69.345370	1.431330	0.227447
745.189151	199984.119340	69.350375	1.431340	0.227373
745.277117	200050.336763	69.355380	1.431324	0.227424
745.111123	200102.286652	69.360385	1.431342	0.227464
745.422615	200006.835509	69.365390	1.431310	0.227391
745.342718	199958.379075	69.370394	1.431324	0.227353
745.468542	199922.083844	69.375399	1.431311	0.227325
745.399539	200049.165361	69.380404	1.431311	0.227423
745.265350	200018.588957	69.385409	1.431331	0.227400
745.594387	200007.997653	69.390414	1.431290	0.227392
745.620107	200077.368344	69.395418	1.431283	0.227445
745.656673	200014.750557	69.400423	1.431283	0.227397
745.445774	199919.318712	69.405428	1.431316	0.227323
746.148778	200050.594897	69.410433	1.431219	0.227425
745.968737	200049.492562	69.415438	1.431242	0.227424
745.842934	200030.611156	69.420442	1.431260	0.227409
745.451612	199957.850301	69.425447	1.431315	0.227353
745.623502	199898.422602	69.430452	1.431298	0.227307
745.517071	200005.986293	69.435457	1.431304	0.227390
745.641447	199958.852763	69.440462	1.431292	0.227354
745.297858	200073.239950	69.445466	1.431328	0.227442
745.727545	199987.426867	69.450471	1.431280	0.227376
745.811009	200043.868169	69.455476	1.431266	0.227419
745.723125	200108.728320	69.460481	1.431273	0.227469
745.673126	199983.456043	69.465486	1.431288	0.227373
745.527236	200216.651793	69.470490	1.431291	0.227553
745.418827	199999.988786	69.475495	1.431320	0.227385
745.750901	199817.721183	69.480500	1.431291	0.227245
745.767116	199920.090392	69.485505	1.431283	0.227324
745.953949	200026.598397	69.490510	1.431252	0.227406
745.732991	199960.679298	69.495514	1.431285	0.227355
